Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone,Fußnote(n),DC,ZIP,comments
RP,Altenkirchen (Westerwald),07132105,Selbach (Sieg),2a,,,,
RP,Altenkirchen (Westerwald),07132106,Sörth,2,,,,
RP,Altenkirchen (Westerwald),07132107,Steinebach/Sieg,2a,,,,
RP,Altenkirchen (Westerwald),07132108,Steineroth,2a,,,,
RP,Altenkirchen (Westerwald),07132109,Stürzelbach,2,,,,
RP,Altenkirchen (Westerwald),07132110,Volkerzen,2,,,,
RP,Altenkirchen (Westerwald),07132111,Wallmenroth,2a,,,,
RP,Altenkirchen (Westerwald),07132112,Walterschen,2,,,,
RP,Altenkirchen (Westerwald),07132113,Weitefeld,2a,,,,
RP,Altenkirchen (Westerwald),07132114,Werkhausen,2,,,,
RP,Altenkirchen (Westerwald),07132115,Weyerbusch,2,,,,
RP,Altenkirchen (Westerwald),07132116,Willroth,2,,,,
RP,Altenkirchen (Westerwald),07132117,Wissen,2a,,,,
RP,Altenkirchen (Westerwald),07132118,Wölmersen,2,,,,
RP,Altenkirchen (Westerwald),07132119,Ziegenhain,2,,,,
RP,Altenkirchen (Westerwald),07132201,Berod bei Hachenburg,2,,,,
RP,Altenkirchen (Westerwald),07132501,Altenkirchen (Westerwald),2,,,,
RP,Bad Kreuznach,alle,alle,2,,,,
RP,Birkenfeld,alle,alle,2,,,,
RP,Cochem-Zell,alle,alle,2,,,,
RP,Mayen-Koblenz,07137001,Acht,2,,,,
RP,Mayen-Koblenz,07137003,Andernach,1,,,,
RP,Mayen-Koblenz,07137004,Anschau,2,,,,
RP,Mayen-Koblenz,07137006,Arft,2,,,,
RP,Mayen-Koblenz,07137007,Baar,2,,,,
RP,Mayen-Koblenz,07137008,Bell,2,,,,
RP,Mayen-Koblenz,07137011,Bermel,2,,,,
RP,Mayen-Koblenz,07137014,Boos,2,,,,
RP,Mayen-Koblenz,07137019,Ditscheid,2,,,,
RP,Mayen-Koblenz,07137023,Einig,2,,,,
RP,Mayen-Koblenz,07137025,Ettringen,2,,,,
RP,Mayen-Koblenz,07137027,Gappenach,2,,,,
RP,Mayen-Koblenz,07137029,Gering,2,,,,
RP,Mayen-Koblenz,07137030,Gierschnach,2,,,,
RP,Mayen-Koblenz,07137034,Hausten,2,,,,
RP,Mayen-Koblenz,07137035,Herresbach,2,,,,
RP,Mayen-Koblenz,07137036,Hirten,2,,,,
RP,Mayen-Koblenz,07137041,Kalt,2,,,,
RP,Mayen-Koblenz,07137043,Kehrig,2,,,,
RP,Mayen-Koblenz,07137048,Kerben,2,,,,
RP,Mayen-Koblenz,07137049,Kirchwald,2,,,,
RP,Mayen-Koblenz,07137053,Kollig,2,,,,
RP,Mayen-Koblenz,07137055,Kottenheim,2,,,,
RP,Mayen-Koblenz,07137056,Kretz,1,,,,
RP,Mayen-Koblenz,07137057,Kruft,2,,,,
RP,Mayen-Koblenz,07137060,Langenfeld,2,,,,
RP,Mayen-Koblenz,07137061,Langscheid,2,,,,
RP,Mayen-Koblenz,07137063,Lind,2,,,,
RP,Mayen-Koblenz,07137065,Lonnig,2,,,,
RP,Mayen-Koblenz,07137066,Luxem,2,,,,
RP,Mayen-Koblenz,07137068,Mayen,2,,,,
RP,Mayen-Koblenz,07137069,Mendig,2,,,,
RP,Mayen-Koblenz,07137070,Mertloch,2,,,,
RP,Mayen-Koblenz,07137074,Monreal,2,,,,
RP,Mayen-Koblenz,07137077,Münk,2,,,,
RP,Mayen-Koblenz,07137079,Nachtsheim,2,,,,
RP,Mayen-Koblenz,07137080,Naunheim,2,,,,
RP,Mayen-Koblenz,07137081,Nickenich,1,,,,
RP,Mayen-Koblenz,07137086,Ochtendung,2,,,,
RP,Mayen-Koblenz,07137087,Pillig,2,,,,
RP,Mayen-Koblenz,07137088,Plaidt,1,,,,
RP,Mayen-Koblenz,07137089,Polch,2,,,,
RP,Mayen-Koblenz,07137092,Reudelsterz,2,,,,
RP,Mayen-Koblenz,07137093,Rieden,2,,,,
RP,Mayen-Koblenz,07137095,Rüber,2,,,,
RP,Mayen-Koblenz,07137096,Saffig,1,,,,
RP,Mayen-Koblenz,07137097,Sankt Johann,2,,,,
RP,Mayen-Koblenz,07137099,Siebenbach,2,,,,
RP,Mayen-Koblenz,07137101,Thür,2,,,,
RP,Mayen-Koblenz,07137102,Trimbs,2,,,,
RP,Mayen-Koblenz,07137105,Virneburg,2,,,,
RP,Mayen-Koblenz,07137106,Volkesfeld,2,,,,
RP,Mayen-Koblenz,07137110,Weiler,2,,,,
RP,Mayen-Koblenz,07137112,Welling,2,,,,
RP,Mayen-Koblenz,07137113,Welschenbach,2,,,,
RP,Mayen-Koblenz,07137114,Wierschem,2,,,,
RP,Mayen-Koblenz,07137201,Alken,2,,,,
RP,Mayen-Koblenz,07137202,Bassenheim,1,,,,
RP,Mayen-Koblenz,07137203,Bendorf,1,,,,
RP,Mayen-Koblenz,07137204,Brey,1,,,,
RP,Mayen-Koblenz,07137205,Brodenbach,2,,,,
RP,Mayen-Koblenz,07137206,Burgen,2,,,,
RP,Mayen-Koblenz,07137207,Dieblich,1,,,,
RP,Mayen-Koblenz,07137208,Hatzenport,2,,,,
RP,Mayen-Koblenz,07137209,Kaltenengers,1,,,,
RP,Mayen-Koblenz,07137211,Kettig,1,,,,
RP,Mayen-Koblenz,07137212,Kobern-Gondorf,2,,,,
RP,Mayen-Koblenz,07137214,Löf,2,,,,
RP,Mayen-Koblenz,07137215,Macken,2,,,,
RP,Mayen-Koblenz,07137216,Mülheim-Kärlich,1,,,,
RP,Mayen-Koblenz,07137217,Niederfell,2,,,,
RP,Mayen-Koblenz,07137218,Niederwerth,1,,,,
RP,Mayen-Koblenz,07137219,Nörtershausen,2,,,,
RP,Mayen-Koblenz,07137220,Oberfell,2,,,,
RP,Mayen-Koblenz,07137221,Rhens,1,,,,
RP,Mayen-Koblenz,07137222,Sankt Sebastian,1,,,,
RP,Mayen-Koblenz,07137223,Spay,1,,,,
RP,Mayen-Koblenz,07137224,Urbar,1,,,,
RP,Mayen-Koblenz,07137225,Urmitz,1,,,,
RP,Mayen-Koblenz,07137226,Vallendar,1,,,,
RP,Mayen-Koblenz,07137227,Waldesch,1,,,,
RP,Mayen-Koblenz,07137228,Weißenthurm,1,,,,
RP,Mayen-Koblenz,07137229,Weitersburg,1,,,,
RP,Mayen-Koblenz,07137230,Winningen,1,,,,
RP,Mayen-Koblenz,07137231,Wolken,1,,,,
RP,Mayen-Koblenz,07137501,Münstermaifeld,2,,,,
RP,Mayen-Koblenz,07137504,Lehmen,2,,,,
RP,Neuwied,07138002,Anhausen,1,,,,
RP,Neuwied,07138003,Asbach,2,,,,
RP,Neuwied,07138004,Bad Hönningen,1,,,,
RP,Neuwied,07138005,Bonefeld,1,,,,
RP,Neuwied,07138006,Breitscheid,1,,,,
RP,Neuwied,07138007,Hausen (Wied),1,,,,
RP,Neuwied,07138008,Bruchhausen,1,,,,
RP,Neuwied,07138009,Dattenberg,1,,,,
RP,Neuwied,07138010,Datzeroth,1,,,,
RP,Neuwied,07138011,Dernbach,2,,,,
RP,Neuwied,07138012,Dierdorf,2,,,,
RP,Neuwied,07138013,Döttesfeld,2,,,,
RP,Neuwied,07138014,Dürrholz,2,,,,
RP,Neuwied,07138015,Ehlscheid,1,,,,
RP,Neuwied,07138019,Erpel,1,,,,
RP,Neuwied,07138023,Großmaischeid,2,,,,
RP,Neuwied,07138024,Hammerstein,1,,,,
RP,Neuwied,07138025,Hanroth,2,,,,
RP,Neuwied,07138026,Hardert,1,,,,
RP,Neuwied,07138027,Harschbach,2,,,,
RP,Neuwied,07138030,Hümmerich,1,,,,
RP,Neuwied,07138031,Isenburg,1,,,,
RP,Neuwied,07138034,Kleinmaischeid,2,,,,
RP,Neuwied,07138036,Kurtscheid,1,,,,
RP,Neuwied,07138037,Leubsdorf,1,,,,
RP,Neuwied,07138038,Leutesdorf,1,,,,
RP,Neuwied,07138040,Linkenbach,2,,,,
RP,Neuwied,07138041,Linz am Rhein,1,,,,
RP,Neuwied,07138042,Meinborn,1,,,,
RP,Neuwied,07138043,Melsbach,1,,,,
RP,Neuwied,07138044,Neustadt (Wied),1,,,,
RP,Neuwied,07138045,Neuwied,1,,,,
RP,Neuwied,07138047,Niederbreitbach,1,,,,
RP,Neuwied,07138048,Niederhofen,2,,,,
RP,Neuwied,07138050,Niederwambach,2,,,,
RP,Neuwied,07138052,Oberdreis,2,,,,
RP,Neuwied,07138053,Oberhonnefeld-Gierend,1,,,,
RP,Neuwied,07138054,Oberraden,1,,,,
RP,Neuwied,07138055,Ockenfels,1,,,,
RP,Neuwied,07138057,Puderbach,2,,,,
RP,Neuwied,07138058,Ratzert,2,,,,
RP,Neuwied,07138059,Raubach,2,,,,
RP,Neuwied,07138061,Rengsdorf,1,,,,
RP,Neuwied,07138062,Rheinbreitbach,1,,,,
RP,Neuwied,07138063,Rheinbrohl,1,,,,
RP,Neuwied,07138064,Rodenbach bei Puderbach,2,,,,
RP,Neuwied,07138065,Roßbach,1,,,,
RP,Neuwied,07138066,Rüscheid,1,,,,
RP,Neuwied,07138068,Sankt Katharinen (Lkr. Neuwied),1,,,,
RP,Neuwied,07138069,Stebach,2,,,,
RP,Neuwied,07138070,Steimel,2,,,,
RP,Neuwied,07138071,Straßenhaus,1,,,,
RP,Neuwied,07138072,Thalhausen,1,,,,
RP,Neuwied,07138073,Unkel,1,,,,
RP,Neuwied,07138074,Urbach,2,,,,
RP,Neuwied,07138075,Vettelschoß,1,,,,
RP,Neuwied,07138076,Waldbreitbach,1,,,,
RP,Neuwied,07138077,Windhagen,1,,,,
RP,Neuwied,07138078,Woldert,2,,,,
RP,Neuwied,07138080,Buchholz (Westerwald),2,,,,
RP,Neuwied,07138201,Marienhausen,2,,,,
RP,Neuwied,07138501,Kasbach-Ohlenberg,1,,,,
RP,Rhein-Hunsrück-Kreis,alle,"alle außer 
Urbar= SLZ 1",2,,,,
RP,Rhein-Lahn-Kreis,07141001,Allendorf,2,,,,
RP,Rhein-Lahn-Kreis,07141002,Altendiez,2,,,,
RP,Rhein-Lahn-Kreis,07141003,Attenhausen,2,,,,
RP,Rhein-Lahn-Kreis,07141004,Auel,1,,,,
RP,Rhein-Lahn-Kreis,07141005,Aull,2,,,,
RP,Rhein-Lahn-Kreis,07141006,Bad Ems,1,,,,
RP,Rhein-Lahn-Kreis,07141008,Becheln,1,,,,
RP,Rhein-Lahn-Kreis,07141009,Berg,1,,,,
RP,Rhein-Lahn-Kreis,07141010,Berghausen,2,,,,
RP,Rhein-Lahn-Kreis,07141011,Berndroth,2,,,,
RP,Rhein-Lahn-Kreis,07141012,Bettendorf,1,,,,
RP,Rhein-Lahn-Kreis,07141013,Biebrich,2,,,,
RP,Rhein-Lahn-Kreis,07141014,Birlenbach,2,,,,
RP,Rhein-Lahn-Kreis,07141015,Bogel,1,,,,
RP,Rhein-Lahn-Kreis,07141016,Bornich,1,,,,
RP,Rhein-Lahn-Kreis,07141018,Bremberg,2,,,,
RP,Rhein-Lahn-Kreis,07141019,Buch,1,,,,
RP,Rhein-Lahn-Kreis,07141020,Burgschwalbach,2,,,,
RP,Rhein-Lahn-Kreis,07141021,Charlottenberg,2,,,,
RP,Rhein-Lahn-Kreis,07141022,Cramberg,2,,,,
RP,Rhein-Lahn-Kreis,07141023,Dachsenhausen,1,,,,
RP,Rhein-Lahn-Kreis,07141024,Dahlheim,1,,,,
RP,Rhein-Lahn-Kreis,07141025,Dausenau,1,,,,
RP,Rhein-Lahn-Kreis,07141026,Dessighofen,1,,,,
RP,Rhein-Lahn-Kreis,07141027,Dienethal,1,,,,
RP,Rhein-Lahn-Kreis,07141029,Diez,2,,,,
RP,Rhein-Lahn-Kreis,07141030,Dörnberg,2,,,,
RP,Rhein-Lahn-Kreis,07141031,Dörscheid,1,,,,
RP,Rhein-Lahn-Kreis,07141032,Dörsdorf,2,,,,
RP,Rhein-Lahn-Kreis,07141033,Dornholzhausen,1,,,,
RP,Rhein-Lahn-Kreis,07141034,Ebertshausen,2,,,,
RP,Rhein-Lahn-Kreis,07141035,Ehr,1,,,,
RP,Rhein-Lahn-Kreis,07141036,Eisighofen,2,,,,
RP,Rhein-Lahn-Kreis,07141037,Endlichhofen,1,,,,
RP,Rhein-Lahn-Kreis,07141038,Eppenrod,2,,,,
RP,Rhein-Lahn-Kreis,07141039,Ergeshausen,2,,,,
RP,Rhein-Lahn-Kreis,07141040,Eschbach,1,,,,
RP,Rhein-Lahn-Kreis,07141041,Fachbach,1,,,,
RP,Rhein-Lahn-Kreis,07141042,Filsen,1,,,,
RP,Rhein-Lahn-Kreis,07141043,Flacht,2,,,,
RP,Rhein-Lahn-Kreis,07141044,Frücht,1,,,,
RP,Rhein-Lahn-Kreis,07141045,Geilnau,2,,,,
RP,Rhein-Lahn-Kreis,07141046,Geisig,1,,,,
RP,Rhein-Lahn-Kreis,07141047,Gemmerich,1,,,,
RP,Rhein-Lahn-Kreis,07141049,Gückingen,2,,,,
RP,Rhein-Lahn-Kreis,07141050,Gutenacker,2,,,,
RP,Rhein-Lahn-Kreis,07141051,Hahnstätten,2,,,,
RP,Rhein-Lahn-Kreis,07141052,Hambach,2,,,,
RP,Rhein-Lahn-Kreis,07141053,Heistenbach,2,,,,
RP,Rhein-Lahn-Kreis,07141054,Herold,2,,,,
RP,Rhein-Lahn-Kreis,07141055,Himmighofen,1,,,,
RP,Rhein-Lahn-Kreis,07141057,Hirschberg,2,,,,
RP,Rhein-Lahn-Kreis,07141058,Hömberg,1,,,,
RP,Rhein-Lahn-Kreis,07141059,Holzappel,2,,,,
RP,Rhein-Lahn-Kreis,07141060,Holzhausen an der Haide,2,,,,
RP,Rhein-Lahn-Kreis,07141061,Holzheim,2,,,,
RP,Rhein-Lahn-Kreis,07141062,Horhausen,2,,,,
RP,Rhein-Lahn-Kreis,07141063,Hunzel,1,,,,
RP,Rhein-Lahn-Kreis,07141064,Isselbach,2,,,,
RP,Rhein-Lahn-Kreis,07141065,Kaltenholzhausen,2,,,,
RP,Rhein-Lahn-Kreis,07141066,Kamp-Bornhofen,1,,,,
RP,Rhein-Lahn-Kreis,07141067,Kasdorf,1,,,,
RP,Rhein-Lahn-Kreis,07141068,Katzenelnbogen,2,,,,
RP,Rhein-Lahn-Kreis,07141069,Kaub,1,,,,
RP,Rhein-Lahn-Kreis,07141070,Kehlbach,1,,,,
RP,Rhein-Lahn-Kreis,07141071,Kemmenau,1,,,,
RP,Rhein-Lahn-Kreis,07141072,Kestert,1,,,,
RP,Rhein-Lahn-Kreis,07141073,Klingelbach,2,,,,
RP,Rhein-Lahn-Kreis,07141074,Kördorf,2,,,,
RP,Rhein-Lahn-Kreis,07141075,Lahnstein,1,,,,
RP,Rhein-Lahn-Kreis,07141076,Langenscheid,2,,,,
RP,Rhein-Lahn-Kreis,07141077,Laurenburg,2,,,,
RP,Rhein-Lahn-Kreis,07141078,Lautert,1,,,,
RP,Rhein-Lahn-Kreis,07141079,Lierschied,1,,,,
RP,Rhein-Lahn-Kreis,07141080,Lipporn,1,,,,
RP,Rhein-Lahn-Kreis,07141081,Lohrheim,2,,,,
RP,Rhein-Lahn-Kreis,07141082,Lollschied,2,,,,
RP,Rhein-Lahn-Kreis,07141083,Lykershausen,1,,,,
RP,Rhein-Lahn-Kreis,07141084,Marienfels,1,,,,
RP,Rhein-Lahn-Kreis,07141085,Miehlen,1,,,,
RP,Rhein-Lahn-Kreis,07141086,Miellen,1,,,,
RP,Rhein-Lahn-Kreis,07141087,Misselberg,1,,,,
RP,Rhein-Lahn-Kreis,07141088,Mittelfischbach,2,,,,
RP,Rhein-Lahn-Kreis,07141089,Mudershausen,2,,,,
RP,Rhein-Lahn-Kreis,07141091,Nassau,1,,,,
RP,Rhein-Lahn-Kreis,07141092,Nastätten,1,,,,
RP,Rhein-Lahn-Kreis,07141093,Netzbach,2,,,,
RP,Rhein-Lahn-Kreis,07141094,Niederbachheim,1,,,,
RP,Rhein-Lahn-Kreis,07141095,Niederneisen,2,,,,
RP,Rhein-Lahn-Kreis,07141096,Niedertiefenbach,2,,,,
RP,Rhein-Lahn-Kreis,07141097,Niederwallmenach,1,,,,
RP,Rhein-Lahn-Kreis,07141098,Nievern,1,,,,
RP,Rhein-Lahn-Kreis,07141099,Nochern,1,,,,
RP,Rhein-Lahn-Kreis,07141100,Oberbachheim,1,,,,
RP,Rhein-Lahn-Kreis,07141101,Oberfischbach,2,,,,
